place_id,name,lat,lon,address,types,rating
ChIJ734u9BKiLz4Rq9oDLQp73ec,Steelcase Jeraisy Factory - مصنع ستيلكيس الجريسي,24.5372333,46.92077250000001,Riyadh,"furniture_store,home_goods_store,store,point_of_interest,establishment",4.6
ChIJ7SUiagiiLz4ReDgUU4EMI2o,Advance Card Technology Factory,24.54157129999999,46.87782439999999,"4010 Al Kharaj Branch Road, Riyadh","store,point_of_interest,establishment",4.5
ChIJ_b_uKIahLz4RP0pi2SbQmhA,AL SHAMS PRINTING PACKAGING & TRADING CO.,24.5477203,46.9002347,"GWX2+33Q, Riyadh","store,point_of_interest,establishment",4.2
ChIJReLYwCmiLz4R4F0lyyHFsEg,Arabian Tile Company - ARTIC FACTORY آرتك,24.55276629999999,46.9044727,"8662 4604, Riyadh","home_goods_store,store,point_of_interest,establishment",4.2
ChIJA82HVYKhLz4RzwVWqILtx4g,KAFCO Factory,24.5536721,46.89555469999999,"8127 New Industrial Area, Riyadh 14334 8127 المدينة الصناعية الجديدة، الرياض 14334, Riyadh","furniture_store,home_goods_store,store,point_of_interest,establishment",4.2
ChIJRahYzAqhLz4R34bJDfHP9P4,Arabian Waterproofing Industries Company ( AWAZEL ),24.5527889,46.8841219,"4555 St. 173, Riyadh","store,point_of_interest,establishment",4.3
ChIJkaPKlCqiLz4ROj4pNR3OO9U,مصنع الرياض المخملي للسجاد Riyadh Velvet Factory,24.5568875,46.90293639999999,"مصنع الرياض, Riyadh","home_goods_store,store,point_of_interest,establishment",4.8
ChIJ7f5LEgyhLz4RJ1GfXGOhIMw,مصنع القبلان للأنابيب,24.5560952,46.8795898,"7700 Saeed Al-majid Street, Riyadh","store,point_of_interest,establishment",4.3
ChIJJ7THSnShLz4RRwhsjqA0HCY,شركة المنتجات اللاصقة لواصق Sticker Products Company Lawaseq,24.5575028,46.8759862,"Building No. 3792, 2nd Industrial Area 7934, الرياض","store,point_of_interest,establishment",4.8
ChIJEfDYNtumLz4RorJp6rFxK-Q,مصنع عطري أجمل - Etry Ajmal Factory Company,24.4662767,46.96385909999999,"مدينة الفوزان الصناعية, Al Kharj Road, Riyadh","clothing_store,store,point_of_interest,establishment",4.4
ChIJC7mk5eGgLz4ROPoo0Ig3gvc,Nesto Hypermarket Sanaya 2,24.5595108,46.8635384,"253, Riyadh","clothing_store,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",4.1
ChIJ6TZw4KoYLz4R3Ad1jisT8D4,Nahdi pharmacy | صيدليه النهدى,24.610301,46.51847,"حي, Riyadh","pharmacy,health,point_of_interest,store,establishment",4.1
ChIJ5UvgsksfLz4R7amPe31oFJg,صيدلية الدواء,24.620255,46.533058,"Asir Street, Riyadh","pharmacy,health,point_of_interest,store,establishment",3.9
ChIJW1InWPgYLz4R6rKzObc0RIQ,Sanabel Al Salam | سنابل السلام,24.5861452,46.547465,"7448 خديجة بنت خويلد،, 3793, Riyadh","food,point_of_interest,store,establishment",3.9
ChIJUTI8FzsfLz4R22XGpj0bFkU,رويال اورثوبيدك | Royal Orthopaedic,24.633707,46.5436431,"Yanbouh, 3805 ينبع، ظهرة لبن، الرياض 13784 7938, Riyadh","furniture_store,home_goods_store,point_of_interest,store,establishment",4
ChIJZ-iQA1MYLz4RYoczRix6QN4,تموينات,24.5793767,46.55278380000001,"4337 Bilal Ibn Rabah, Riyadh","grocery_or_supermarket,food,point_of_interest,store,establishment",3.8
ChIJvzFmUSgfLz4RGLwdhR6-3Kc,Piercing star,24.6320573,46.5530717,"7578 Asir Street, 2895, Riyadh","point_of_interest,store,establishment",4
ChIJ3_ow4NQeLz4R0Efr-dFyFVM,Maryouli Ana,24.6278535,46.5573961,3348 الشفا، ظهرة لبن، الرياض 13782 7134،,"clothing_store,point_of_interest,store,establishment",3.4
ChIJXZrIJ5UeLz4RmoZfNR6LXvY,صيدلية الدواء,24.644028,46.548072,"Taif Street, Riyadh","pharmacy,health,point_of_interest,store,establishment",3.3
ChIJ83H5pC4aLz4Rl02tEg2qkDg,Amari Foundation for surveillance cameras,24.647899,46.5530432,"Taif Street, Riyadh","electronics_store,home_goods_store,point_of_interest,store,establishment",4.5
ChIJwzTYpNMeLz4RAlbcSFeF-Hw,Samnan Water Solutions,24.630187,46.5611334,"Najd, Riyadh","point_of_interest,store,establishment",3.6
ChIJDTduV9IeLz4Rhs515J926yA,ZaidanThob,24.6304096,46.56269289999999,ظهرة لبن،,"point_of_interest,store,establishment",3.6
ChIJqwQ-jdEeLz4RGoC4Hh6eqTo,دهانات الجزيرة - Jazeera Paints معرض ظهرة لبن - طيبة,24.635872,46.560749,"7763 Taiba Street, Riyadh","home_goods_store,point_of_interest,store,establishment",4.1
ChIJw_6qHNIeLz4Rmu1ZqELjhC4,Petromin Express,24.6330548,46.5638875,"In Petrolat Gas Station, Taiba Street, Riyadh","car_wash,car_repair,point_of_interest,store,establishment",4.2
ChIJMa2_kc0eLz4RBPx91GHJ_9w,مقلة للبصريات فرع وادى لبن,24.6318406,46.5653638,4135 الشفا، ظهرة لبن، الرياض 13781 7574،,"health,point_of_interest,store,establishment",4.7
ChIJDW7wtxEaLz4RKIfkPAkIHDQ,SACO Al badiaah,24.57792079999999,46.6059995,"Western Ring Branch Road, Riyadh","hardware_store,home_goods_store,store,point_of_interest,establishment",3.9
ChIJu0cRMGAaLz4Ru547ihajBNE,Centrepoint - Badiya,24.5934507,46.6312095,"Barakat Opticals, Al Madina Al Munawwarah Road, Riyadh","department_store,clothing_store,store,point_of_interest,establishment",3.6
ChIJjd6X7lEaLz4R6VIINnB5v4o,Meed - ميد,24.6059375,46.6230992,"Abbas Ibn Fernass, Riyadh","convenience_store,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3.5
ChIJxff_s_IaLz4Rq2pj1vkgLsE,Almanea,24.5990141,46.64085040000001,"Al Madina Al Munawwarah Road, Riyadh","home_goods_store,store,point_of_interest,establishment",3.8
ChIJgRwteEQaLz4R2d416HQfyU4,Meed - ميد,24.5959347,46.619204,"Hamzah Ibn Abd Al Mouttaleb, Riyadh","convenience_store,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",3.4
ChIJvXBwtg8aLz4RMHtq1xMWmuA,Qahtani Auto Spare,24.575119,46.605056,"ابو منصور الثعالبي, Riyadh","car_repair,store,point_of_interest,establishment",3.7
ChIJIcrP-5YaLz4RD-pklO89xVk,Bin Menqash,24.594602,46.6483784,"Jaber Bin Rahma, HJVX+R9R, Riyadh","store,point_of_interest,establishment",3.8
ChIJ-6SeqJUZLz4RoU8nr9FRLfs,677 العربية للعود | Arabian Oud,24.5781046,46.5758053,"Abd Al Rahman Al Dakhel, Riyadh","clothing_store,store,point_of_interest,establishment",4.2
ChIJo1v8iDwaLz4R-OG1BGsaKlI,Khattat Motashish,24.5901443,46.6053564,"2620 Bilal Ibn Rabah, Riyadh","store,point_of_interest,establishment",3.7
ChIJOw8R-poaLz4R3tZcMjjMJcQ,Star systems for computers and phones and accessories,24.588293,46.6435889,"HJQV+8C8, الرياض - حي السويدي - شاع النخيل ( شارع الشيخ عبدالعزيز بن محمد بن علي ), Sheikh Abdul Aziz Ibn Muhammad Ibn Ali, Riyadh","home_goods_store,electronics_store,store,point_of_interest,establishment",3.9
ChIJLVT-Ps8ILz4RuPFGs2-xKAY,Rawafi Al Khair Est For Trading,24.5973111,46.6091089,"Al Imam Abi Hanifah, Riyadh","home_goods_store,electronics_store,store,point_of_interest,establishment",4.2
ChIJ-9ON-IIZLz4RIsPCXZB4D7Q,Orange Pharmacy,24.5973779,46.5870013,"4515 ابن حزم، العريجاء الغربية الرياض 14913 7362, Riyadh","pharmacy,store,health,point_of_interest,establishment",4.4
ChIJO-Q82yIaLz4Rw--e9HDOR7U,STC Store,24.5877547,46.6035248,"Bilal Ibn Rabah, Riyadh","store,point_of_interest,establishment",3.6
ChIJ7b2JtSMaLz4R3oWxjU4_9tU,دهانات الجزيرة - Jazeera Paints,24.586637,46.59969,"2452 Bilal Ibn Rabah, Riyadh","home_goods_store,store,point_of_interest,establishment",3.9
ChIJR7tWpSEaLz4R6-2dlXvtWw0,Sanabel Al Salam | سنابل السلام,24.5846445,46.5963103,"4060 Bilal Ibn Rabah, Riyadh","store,food,point_of_interest,establishment",3.9
ChIJcUQcuCEaLz4REj4mlo_s4R8,Saadeddin pastry Ex. 29,24.5840743,46.59646859999999,"4069 Bilal Ibn Rabah, Riyadh","store,food,point_of_interest,establishment",4.1
ChIJNTO1cUQaLz4RdtvZVNJpUE4,صيدلية الفارابي,24.5966485,46.61955299999999,"2445 Prince Musaid Ibn Abdulrahman Ibn Faisal Street, 6799, Riyadh","pharmacy,store,health,point_of_interest,establishment",3.9
ChIJaeiBpIoZLz4Ri1hkCx7SNR0,Baja,24.5825257,46.5928555,"3696 Bilal Ibn Rabah, Riyadh","store,food,point_of_interest,establishment",4.4
ChIJY2G-Eo4ZLz4Rxh1Euam_qoo,بليز ماما,24.5840757,46.5848315,"أسواق القرية الشعبية, شارع Asmaa Bint Abi Bakr, Riyadh","clothing_store,store,point_of_interest,establishment",3
ChIJx5VaElEELz4RxsVbAEXCEVw,EMAD UNIFORMS,24.6509602,46.71591189999999,"8228 King Abdulaziz Road, Riyadh","clothing_store,store,point_of_interest,establishment",4
ChIJMwGNFGEDLz4RyHJ8sbyc72k,Systems Center for Studies and Research Services,24.65205570000001,46.7093565,"Al Washm Street, Riyadh","store,point_of_interest,establishment",4.7
ChIJd4eaP4oELz4ROWOnubKJAlg,Budget Rent A Car | بدجت لتاجير السيارات,24.6643062,46.7077153,Riyadh,"car_rental,car_dealer,store,point_of_interest,establishment",3.9
ChIJv3Kzre4PLz4RKdPZPAEZbmY,Baskin Robbins,24.5811927,46.6845614,"Service Road, HMJM+FRF, الرياض","store,point_of_interest,food,establishment",3.9
ChIJ_____6YFLz4RJT54lh_sIB0,راكان الالكترونيات صيانة Rakan Electronics repair (Circuit City مدينة الدوائر),24.6300492,46.7131826,"Thamiri St, Electronic Market, Near Of Masmak Fortress, Al Imam Turki Muhammad, الرياض","electronics_store,store,point_of_interest,establishment",4.2
ChIJk_-8gp0FLz4RXdzPDMI4AQs,Rathath Es,24.616188,46.70996499999999,"11531 Prince Abdullah Ibn Abdulrahman Ibn Faisal, Riyadh","general_contractor,park,home_goods_store,store,point_of_interest,establishment",4
ChIJ7_5xyqYFLz4R-GzZ8I1mmJg,مؤسسة احمد الحرقان للتجارة,24.630782,46.713437,"3158 Al Thumairi Street, Riyadh","store,jewelry_store,point_of_interest,establishment",4.9
ChIJ97wo20wELz4Rj2ufoVaWmS4,Al Shuraa Trading Est,24.6474623,46.7222071,"حي, Al Garabbi Street, Riyadh","store,point_of_interest,establishment",4.1
ChIJ4WbdgKUILz4RLvg0jG0o7pw,palm tree,24.6144272,46.75760560000001,"حي, Al Kharj Road, Riyadh","grocery_or_supermarket,store,point_of_interest,food,establishment",3.7
ChIJXyeVG7YFLz4RgQpYydM878Q,Basic Systems Co. LTD,24.643394,46.728141,"Omar Al Moukhtar, Riyadh","electronics_store,store,point_of_interest,establishment",4.1
ChIJBczKEfEPLz4RgWAp3Dpe2Jc,صيدلية ادم 5 - شبرا - الرياض,24.5883837,46.6833593,"Al Ibbad, Riyadh","pharmacy,store,point_of_interest,health,establishment",4.5
ChIJ07_hmwkFLz4RDmca_qdmKK0,Al-Sannat for Luggage,24.6277022,46.7075747,"شارع العطايف، الديرة،, Riyadh","store,point_of_interest,establishment",4.1
ChIJY60xl2IFLz4RPh1zHbVo-4M,Shoearena,24.6008374,46.69823,"QASAR MALL, Riyadh","shoe_store,store,point_of_interest,establishment",4.1
ChIJV5GUhmIFLz4RneX3k0cVYeA,تاتو تاتي - Tatto Tatti,24.6005571,46.69794419999999,"2711 Al Souweidi Al Aam, Riyadh","store,point_of_interest,establishment",4.3
ChIJ_Q9nmmIFLz4Rgp4xVFM-RXg,Almoosa Trading Est,24.60057,46.69787849999999,"Al Am Street, JM2X+65C, Riyadh","clothing_store,store,point_of_interest,establishment",3.7
ChIJ_bo-g2IFLz4RsTLgVWHxw4g,Bath & Body Works,24.60038399999999,46.69800399999999,"Al Qasr Mall, Riyadh","store,point_of_interest,establishment",4.3
ChIJPfp88FIGLz4RFvmU6ZTf4AY,SACO | Rimal Store,24.661108,46.78464969999999,"Eastern Ring Branch Road, Exit 16, Riyadh","hardware_store,home_goods_store,store,point_of_interest,establishment",4.1
ChIJuamaebkDLz4RZtMMElo4GLQ,Al Awad Stone,24.5999627,46.78686330000001,"قرب قبل اشارة الفلوة 100مترط على اليمين وانت متجة الى الجنوب, Al Kharj Road, Riyadh","home_goods_store,store,point_of_interest,establishment",3.9
ChIJ8eqXJPEILz4RCtmnxugw5UU,Bayt Alebaa Outlet | بيت الإباء المخفض,24.6038125,46.7806875,"JQ3J+G7Q, Riyadh","home_goods_store,store,point_of_interest,establishment",3.6
ChIJy5BjKE0ILz4RCwPXauHZZ2E,Takareer Trading Est Riyadh Office RAF SAFETY,24.5982504,46.79850440000001,"3206, 7211, الرياض","electronics_store,store,point_of_interest,establishment",5
ChIJeUl32xwcNj4RMikEtqUFcyM,شركة المستقبل للسيراميك و البورسلان,24.5986071,46.81249729999999,"3557 Al Athel Street, Riyadh","store,point_of_interest,establishment",3.1
ChIJXVsRi7oJLz4RvQFQvov9YZo,Dallah Pharma warehouse,24.5869374,46.7986976,"4427 الخليصة, Riyadh","pharmacy,store,health,point_of_interest,establishment",5
ChIJG7rdnO0ILz4RbWAOz6u70Mo,Saudi Marmo - Dar AlTaadeen - HQ,24.58747099999999,46.80925149999999,"3118 Al Kharj Road, Riyadh","home_goods_store,general_contractor,store,point_of_interest,establishment",3.8
ChIJqZb02fkILz4R_hxoFf7naTI,مكارم النخبة للسيراميك والرخام,24.6016261,46.7834571,"4661 بلودان, Riyadh","home_goods_store,store,point_of_interest,establishment",3.8
ChIJgVVVwboJLz4RP4lXjm81AEc,مستودع عين قرطبة,24.5846403,46.80089479999999,"4295 الخليصة, Riyadh","home_goods_store,store,point_of_interest,establishment",4.1
ChIJnf4brv4ILz4Rw8nLINFn7JU,Petromin Express,24.596376,46.78228499999999,"An Nasr Road, Riyadh","car_wash,car_repair,store,point_of_interest,establishment",4.4
ChIJIzHEXUkILz4RdivPr4munyU,المعرض الصيني للرخام,24.6011007,46.8181238,"JR29+C6X, Riyadh","home_goods_store,store,point_of_interest,establishment",4.2
ChIJ_X-TrKQJLz4R-mkE8jbmkVQ,Nester Trading Est.,24.5824141,46.79663009999999,"6873 Al Deera, Riyadh","store,point_of_interest,establishment",3
ChIJZ23xofEILz4Rhd3UmSPYLOc,Emac,24.6038563,46.77901610000001,"Al Kharj Road, Riyadh","store,point_of_interest,establishment",4
ChIJqdxq8PEILz4RtMh3fmDVvXc,مؤسسة سيراميك اركانا التجارية,24.6039814,46.77612509999999,"Al Imam, RMAA3868, Riyadh","home_goods_store,store,point_of_interest,establishment",4
ChIJ_dc72uIILz4R3lsH7PeMMbg,limeat alluwliwa for gold and jewelry,24.5919046,46.7760656,"Al Aziziah Road, Riyadh","jewelry_store,finance,store,point_of_interest,establishment",3.6
ChIJr3BgpeIILz4RnepbUYkM0Xc,Baskin Robbins,24.5903589,46.7761954,"4923 Suwaid Ibn Ali, Riyadh","store,food,point_of_interest,establishment",4
ChIJi6ixEQinLz4RdNFbYk3E4SA,Bait alshamail for Cosmetics and Medical Industries(BCM),24.616528,46.85364200000001,"الرياض,مخرج 18, شارع اسطنبول جنوب, خلف محطة أهمية, بجوار محطة الكهرباء, الرياض","health,point_of_interest,store,establishment",4.2
ChIJA1dFZ9CmLz4ROBXBAUXKrOA,مصنع العقيل لتأثيث الفنادق و الشقق المفروشة,24.5938834,46.8716585,Riyadh,"furniture_store,general_contractor,home_goods_store,point_of_interest,store,establishment",4.6
ChIJ-f___--mLz4RmYz0e3hKGrk,Toyota Warehouse,24.6148804,46.8737409,"JV7F+XF5, Riyadh","point_of_interest,store,establishment",5
ChIJD2kba9imLz4R8Hkeqqbjubc,Triangular Pyramid Factory for Metal Fabrication مصنع الهرم الثلاثي للأعمال المعدنية,24.594034,46.86504699999999,"Fairouz St Prince Mohammed Bin Abdulrahman Bin Abdulaziz, Riyadh","furniture_store,general_contractor,home_goods_store,point_of_interest,store,establishment",5
ChIJVZ-XHyenLz4RoqqBC0PM-80,مصنع التقنية والجودة للهياكل المعدنية,24.5949764,46.8618011,"HARWEN el rashed, Riyadh","car_repair,point_of_interest,store,establishment",4.4
ChIJTWqeRjuhLz4RBC07J2V0UFk,Saudi Bakeries Company,24.5729999,46.87486260000001,"Building 2822, Unit 12, Street 6, Second Industrial City, HVFF+5WX, Riyadh","bakery,food,point_of_interest,store,establishment",4.4
ChIJeZLf-QGnLz4Rckgtz3XzKlM,Al-Afdal Factory for Powder Paints,24.6162794,46.86364799999999,Riyadh,"home_goods_store,point_of_interest,store,establishment",4.4
ChIJH_6O7p0ILz4RUeBlMAvLVBI,ساسك لتصنيع وتشكيل الاكريليك,24.6179732,46.8635526,"Prince Mohammed Bin Abdulrahman Bin Abdulaziz, Riyadh","food,point_of_interest,store,establishment",4.4
ChIJxdK1ICOhLz4R3q5SZOgoV2E,‏مصنع نجوم الصحراء للبيوت الجاهزه DSF for Caravans,24.56897540000001,46.8723822,"Street No-73, New Industrial Area,14332, Al Riyadh المدينة الصناعية الجديدة، , الرياض 14332 , شارع 73","car_dealer,point_of_interest,store,establishment",4.3
ChIJX1eGnRQHLz4Rqd-ZNYQtjs4,Alajlat Alarbah,24.6138495,46.8562614,"ALMISHAEL 5272, Riyadh","car_repair,point_of_interest,store,establishment",4.3
ChIJyyVj3BGnLz4RsnnU9dxkF9c,حلويات روز Rosesweets,24.6063686,46.85098,"JV42+G9X, Riyadh","food,point_of_interest,store,establishment",3.8
ChIJr7zae6anLz4RTsApGu4Mk4I,Saleha Ahmed Hazazi Trading EST,24.6211257,46.8527564,"4891, Riyadh","home_goods_store,point_of_interest,store,establishment",4.5
ChIJfTTEMh6hLz4RSXqYUZ5R_vQ,Nesto Hypermarket Sanaya,24.5615995,46.8648333,"4th, Riyadh","supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4
ChIJcy_gWOEeLz4RyF17KFOu2B8,Almaha Opticals,24.6501869,46.5587258,"Taif Street, MH25+3F, Riyadh","health,point_of_interest,store,establishment",4
ChIJ05y1l-EeLz4RvA-4uUWny4w,باتشي,24.6482199,46.5568161,"الطائف Taif Street, Riyadh","food,point_of_interest,store,establishment",4.1
ChIJveVxaG4eLz4RXghZuIDYqdg,Arabian Oud,24.6861378,46.58190949999999,Riyadh,"clothing_store,point_of_interest,store,establishment",3.8
ChIJ3VACQ24eLz4Re0oyelpcVIk,Carrefour,24.6856425,46.5827578,"Irqah Governerate Street, Riyadh","supermarket,home_goods_store,grocery_or_supermarket,food,point_of_interest,store,establishment",4.1
ChIJXwK-zA7hLj4R63ePNUdk7uE,Alhalwan Sweets,24.7487681,46.5677095,"6731 Al Shaikh Muhammad Ibn Abd Al Wahab, Riyadh","food,point_of_interest,store,establishment",4.2
ChIJTeu02w7hLj4RGWQtRxj2VIE,Samnan Water Solutions,24.7491994,46.5673305,"6731-6825 الشيخ محمد بن عبدالوهاب، الخالدية،, Diriyah","point_of_interest,store,establishment",2.2
ChIJDfj9oAvhLj4RINI4fc4of50,Nahdi pharmacy | صيدليه النهدى,24.748941,46.571378,"حي, Diriyah","pharmacy,health,point_of_interest,store,establishment",4.5
ChIJ731tCgvhLj4RcfDaSIZ9kV0,SHAMS PHARMACY,24.7486757,46.5717471,"Al-Imam Turkey Bin Abdullah, الطريق الجديد تقاطع, Diriyah","pharmacy,health,point_of_interest,store,establishment",4.3
ChIJWbupI3fhLj4R9eqdOeCyaW0,عسيب للدهانات | Asseeb Paints,24.7490845,46.5715416,"PHXC+JJ الخالدية، الدرعية, الرياض","home_goods_store,point_of_interest,store,establishment",4
ChIJ4zvlGpUeLz4R2cNRl9QPRMg,Al Fadaghe Company for software,24.6533439,46.5757117,"Taif Street, MH3G+87P, Riyadh","electronics_store,point_of_interest,store,establishment",5
ChIJqwEMMJzhLj4Ruq745gUkfZI,اسواق العثيم (سيتي) | Othaim Markets (city),24.745258,46.57973499999999,"بجوار صيدلية ليمون, امتداد شارع الملك فهد, Diriyah","supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4
ChIJwyYQO0cdLz4Rcei7lPX-YEk,Dr. Sulaiman Al Habib Hospital - Takhassusi,24.719211,46.657207,"Al Takhassousi, Riyadh","hospital,pharmacy,doctor,health,point_of_interest,store,establishment",4.3
ChIJZfG3GqjiLj4RgGW6AysyX3s,Modern Electronics - Sony - DAR AL-WAKALAT Showroom,24.7400204,46.661308,"Dar Al-Wakalat Commercial Center, Olaya Street, Riyadh","electronics_store,home_goods_store,point_of_interest,store,establishment",3.9
ChIJeRzBmikDLz4RKt1qb57oIFE,Dr. Sulaiman Al Habib Olaya Medical Complex,24.704154,46.677113,"King Fahd Road, Riyadh","hospital,pharmacy,doctor,health,point_of_interest,store,establishment",4.6
ChIJsWB7jyUDLz4RvNrUytWfiYg,Jarir Bookstore,24.7018094,46.6806913,"Olaya Street, Riyadh","electronics_store,book_store,home_goods_store,point_of_interest,store,establishment",4.3
ChIJsctygmcdLz4R2Qn006-E1Qg,Al Jazirah Vehicles Agencies,24.7285711,46.6508882,"Al Takhassousi, Riyadh","car_dealer,point_of_interest,store,establishment",3.9
ChIJ3eQTahwcLz4RqvBsju4mB3I,Jotun Multicolor Center - Mobile data est,24.653696,46.5944248,"Mecca Rd, Riyadh","painter,home_goods_store,point_of_interest,store,establishment",4.6
ChIJe-XKW8QdLz4RE9-F7g1sSjQ,Delsey Bags,24.6939922,46.6057931,"4863 مانع المريدي, Riyadh","point_of_interest,store,establishment",4
ChIJwSJiUMQdLz4Rk2BQbxYVYO4,Danube,24.6938942,46.6058563,"الأمير مشعل بن عبدالعزيز،, Riyadh","grocery_or_supermarket,food,point_of_interest,store,establishment",4.3
ChIJbZnCEMUdLz4RDs8Rxc5qG_M,شركة المتاجر المتعددةSpeed mini market,24.6922325,46.6045189,"4260 Abi Al Abbas Al Harbi, Riyadh","grocery_or_supermarket,food,point_of_interest,store,establishment",4
ChIJoYFXEMUdLz4RCSnhxlA33uw,Baskin Robbins,24.6922943,46.6046372,"Abi Al Abbas Al Harbi, MJR3+WV6, Riyadh","food,point_of_interest,store,establishment",3.9
ChIJA5JbMsQdLz4R-eG7AqXatIQ,Al Rifai Roastery,24.6940939,46.6071581,"Prince Meshaal Ibn Abd Al Aziz, Riyadh","food,point_of_interest,store,establishment",4.4
ChIJZ_52C5odLz4RuN2e9584z0c,سعد الدين للحلويات,24.7127424,46.62256010000001,"3200, Riyadh","food,point_of_interest,store,establishment",3.7
ChIJg01CPqIdLz4R3a37vRzGKnQ,Meed - ميد,24.7065474,46.626119,"Al Mahraq, Riyadh","convenience_store,supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",3.3
ChIJK3cu_wkELz4RG78kusi-IkI,Jarir Bookstore,24.68872409999999,46.7335103,"شارع الأحساء, Riyadh","electronics_store,home_goods_store,store,point_of_interest,establishment",4.2
ChIJn51lphcDLz4RcpXFAAA_c5g,Munch Bakery,24.7009354,46.6919376,"Prince Sultan Bin Abdulaziz Rd, Al Olaya, Riyadh","bakery,store,point_of_interest,food,establishment",4.1
ChIJfW8o6iUDLz4RnmcnItLj0sc,MH Fashion,24.7028594,46.6812074,"PM3J+4FW, شارع العليا العام, عماير السيريكون, Riyadh","clothing_store,store,point_of_interest,establishment",2.7
ChIJoSYBnlEDLz4RuXUuH8KnL8g,Whites,24.6758125,46.67631249999999,"MMGG+8G, Riyadh","pharmacy,store,health,point_of_interest,establishment",4.3
ChIJXXIJYAIELz4RtFuRbgeZC28,Tamimi Markets,24.6864903,46.74664509999999,"Rabwa Plaza, Omar Bin Abdul Aziz Street, Exit 14, Ar Rabwah District, الرياض","supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
ChIJxWlL7TADLz4RZWZezSO5JNk,Jedaie Office Furniture,24.6948531,46.6792667,"Al Haditha, Riyadh","furniture_store,home_goods_store,store,point_of_interest,establishment",4.2
ChIJZ5ncpnwDLz4R7kcvi15ycKI,اليخت للتسويق ALYACHT MARKETING CO.,24.6812338,46.6956288,"طريق خريص, Riyadh","store,point_of_interest,establishment",3.8
ChIJ9RW0FqIDLz4R-AZBDexDbFY,Allomani,24.696368,46.68539200000001,"MMWP+G5R, Riyadh","electronics_store,store,point_of_interest,establishment",4
ChIJebAEKyADLz4RpTsIYD1JyQM,"Gulf Medical Co., Ltd.",24.7261345,46.66149029999999,"3481 Al Malik Abdullah Ibn Abdulaziz Road, Riyadh","store,health,point_of_interest,establishment",4
ChIJ5f__Ih4BLz4R7ic2nDvwRgM,SACO | Khurais Store,24.730702,46.7858905,"Khurais Branch Road, Riyadh","home_goods_store,store,point_of_interest,establishment",4.1
ChIJvweQebkDLz4RXesjzAaFq2A,مشغل منال نجد,24.7004001,46.7895602,"الرياض مخرج 14, Riyadh","beauty_salon,store,point_of_interest,establishment",3.9
ChIJg0Qm_9kGLz4RIzKyUCMjMAc,اسواق العثيم (الجملة) | Othaim Markets (wholesale),24.69673299999999,46.78234399999999,"طريق عمر بن عبد العزيز الفرعي, الرياض/الروابي شارع عنيزة, الرياض","supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
ChIJR7MancKpLz4Rff7moSMroTk,Ramez Hypermarket,24.7066406,46.83667459999999,"Prince Saad Ibn Abdulrahman Al Awal Road, Riyadh","supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4
ChIJN2BGi9QGLz4RO1cmz1ZUeY8,First Designer,24.704517,46.782875,"Rawabi, Al-Imam Ahmad Bin Hanbal Street, Riyadh","store,point_of_interest,establishment",4.2
ChIJS2nQwO4GLz4RdGL6vWhRIwM,Baja,24.6784765,46.773078,"Salah Ad Din Al Ayyubi Road, Riyadh","store,point_of_interest,food,establishment",4.2
ChIJq1jQHawGLz4RmiskCnksv-k,صيدلية زهرة الروضة,24.69164649999999,46.7535807,"Al Nahda Road, Riyadh","pharmacy,store,health,point_of_interest,establishment",3.7
ChIJZcAkDT0BLz4RzbtdQQAltwg,Dr. Suleiman Al-Habib Diet Center Lounge - دكتور سليمان الحبيب دايت سنتر لاونج,24.72157,46.775382,"Khurais Branch Road, Riyadh","store,health,point_of_interest,food,establishment",3.5
ChIJsfZsCMAGLz4RhZlfLsMiT_g,نظارات السلمان | AlSalman Optics,24.6825948,46.7672576,"3313 Prince Mouteeb Ibn Abd Al Aziz, 7060, Riyadh","store,health,point_of_interest,establishment",4.7
ChIJXX5SttMALz4RRwq0CRUm2yE,Mix Flowers,24.7138154,46.79361890000001,"Al Imam Al Shafei, Riyadh","florist,store,point_of_interest,establishment",4.2
ChIJFWqSVKMPLz4RycVZEOIdXu0,نظارات السلمان | AlSalman Optics,24.6840419,46.7904814,"Prince Saad Ibn Abdulrahman Al Awal Branch Road, Riyadh","store,health,point_of_interest,establishment",4.5
ChIJb8N1xtgGLz4RIMAXqVJcGbY,Sanabel Al Salam,24.6937238,46.78505149999999,"Unayzah Street, Riyadh","store,point_of_interest,food,establishment",3.8
ChIJGw-gUrgGLz4RRUaMEbFC0Ts,Dar Al Rasheed Est.,24.6891951,46.76464439999999,"Prince Mouteeb Ibn Abd Al Aziz, Riyadh","electronics_store,store,point_of_interest,establishment",4.6
ChIJaQVwvpCoLz4Rlzje73IIn70,Al Hathain Super Market,24.6744673,46.8781981,"4168, 8277, الرياض","grocery_or_supermarket,store,point_of_interest,food,establishment",3.4
